"ballot_measure_id","support_oppose","text_of_argument","author","source","date_created"
"27516","Support","Vote YES on Issue 2
Approving Issue 2 will continue the State Capital Improvements Program, which has existed since 1987, and help support the completion of critically important road, bridge, sewer, and other infrastructure projects in local communities, with zero increase in taxes.
• Issue 2 brings needed repairs. To keep us safe and to maintain our quality of life, local communities need help to fix deteriorating roads, bridges, and other facilities. Issue 2 renews a 38-year highly successful program to help local governments with these vital improvements.
• Issue 2 is a tried-and-true success for Ohio. First authorized in 1987, voters have renewed it three times—1995, 2005, and 2014.
• All 88 counties benefit, and thousands of jobs are created. Every Ohio county has benefited from this program, which has produced more than 19,000 grants and loans for essential, locally selected projects. Issue 2 will help thousands more projects be completed that wouldn’t be otherwise and support tens of thousands of jobs throughout Ohio. An objective grant allocation process assures fairness so that communities both large and small receive funding.
• Zero increase in taxes. Funds to repay project bonds are already built into state budget planning, so Issue 2 won’t increase your taxes. And Ohio’s strong finances and excellent bond ratings make possible a modest increase in funding for these capital improvements. Issue 2 also reduces pressure to raise local taxes.
• Bipartisan support. Issue 2 is strongly backed by Democrats and Republicans, local government groups representing counties, townships, and cities, and Ohio businesses and professional associations. The Senate (30-1) and House (87-4) overwhelmingly voted to place the program’s continued existence on the ballot this May.
Issue 2 is a proven, affordable program that’s good for our local communities.
Help build a stronger Ohio and create jobs by voting YES.","Representative Scott Oelslager, Representative Daniel Troy, Senator Brian
Chavez, and Senator Hearcel Craig (Ohio Voter Guide)","https://www.ohiosos.gov/globalassets/ballotboard/2025/02.10.25_issue-2_argument-in-support.pdf","2025-04-15"
"27516","Support","Vote YES on Issue 2
Approving Issue 2 will continue the State Capital Improvements Program, which has existed since 1987, and help support the completion of critically important road, bridge, sewer, and other infrastructure projects in local communities, with zero increase in taxes.
• Issue 2 brings needed repairs. To keep us safe and to maintain our quality of life, local communities need help to fix deteriorating roads, bridges, and other facilities. Issue 2 renews a 38-year highly successful program to help local governments with these vital improvements.
• Issue 2 is a tried-and-true success for Ohio. First authorized in 1987, voters have renewed it three times—1995, 2005, and 2014.
• All 88 counties benefit, and thousands of jobs are created. Every Ohio county has benefited from this program, which has produced more than 19,000 grants and loans for essential, locally selected projects. Issue 2 will help thousands more projects be completed that wouldn’t be otherwise and support tens of thousands of jobs throughout Ohio. An objective grant allocation process assures fairness so that communities both large and small receive funding.
• Zero increase in taxes. Funds to repay project bonds are already built into state budget planning, so Issue 2 won’t increase your taxes. And Ohio’s strong finances and excellent bond ratings make possible a modest increase in funding for these capital improvements. Issue 2 also reduces pressure to raise local taxes.
• Bipartisan support. Issue 2 is strongly backed by Democrats and Republicans, local government groups representing counties, townships, and cities, and Ohio businesses and professional associations. The Senate (30-1) and House (87-4) overwhelmingly voted to place the program’s continued existence on the ballot this May.
Issue 2 is a proven, affordable program that’s good for our local communities.
Help build a stronger Ohio and create jobs by voting YES.","Representative Scott Oelslager, Representative Daniel Troy, Senator Brian
Chavez, and Senator Hearcel Craig (Ohio Voter Guide)","https://www.ohiosos.gov/globalassets/ballotboard/2025/02.10.25_issue-2_argument-in-support.pdf","2025-04-15"
"27516","Support","Vote YES on Issue 2
Approving Issue 2 will continue the State Capital Improvements Program, which has existed since 1987, and help support the completion of critically important road, bridge, sewer, and other infrastructure projects in local communities, with zero increase in taxes.
• Issue 2 brings needed repairs. To keep us safe and to maintain our quality of life, local communities need help to fix deteriorating roads, bridges, and other facilities. Issue 2 renews a 38-year highly successful program to help local governments with these vital improvements.
• Issue 2 is a tried-and-true success for Ohio. First authorized in 1987, voters have renewed it three times—1995, 2005, and 2014.
• All 88 counties benefit, and thousands of jobs are created. Every Ohio county has benefited from this program, which has produced more than 19,000 grants and loans for essential, locally selected projects. Issue 2 will help thousands more projects be completed that wouldn’t be otherwise and support tens of thousands of jobs throughout Ohio. An objective grant allocation process assures fairness so that communities both large and small receive funding.
• Zero increase in taxes. Funds to repay project bonds are already built into state budget planning, so Issue 2 won’t increase your taxes. And Ohio’s strong finances and excellent bond ratings make possible a modest increase in funding for these capital improvements. Issue 2 also reduces pressure to raise local taxes.
• Bipartisan support. Issue 2 is strongly backed by Democrats and Republicans, local government groups representing counties, townships, and cities, and Ohio businesses and professional associations. The Senate (30-1) and House (87-4) overwhelmingly voted to place the program’s continued existence on the ballot this May.
Issue 2 is a proven, affordable program that’s good for our local communities.
Help build a stronger Ohio and create jobs by voting YES.","Representative Scott Oelslager, Representative Daniel Troy, Senator Brian
Chavez, and Senator Hearcel Craig (Ohio Voter Guide)","https://www.ohiosos.gov/globalassets/ballotboard/2025/02.10.25_issue-2_argument-in-support.pdf","2025-04-15"
"27516","Support","Vote YES on Issue 2
Approving Issue 2 will continue the State Capital Improvements Program, which has existed since 1987, and help support the completion of critically important road, bridge, sewer, and other infrastructure projects in local communities, with zero increase in taxes.
• Issue 2 brings needed repairs. To keep us safe and to maintain our quality of life, local communities need help to fix deteriorating roads, bridges, and other facilities. Issue 2 renews a 38-year highly successful program to help local governments with these vital improvements.
• Issue 2 is a tried-and-true success for Ohio. First authorized in 1987, voters have renewed it three times—1995, 2005, and 2014.
• All 88 counties benefit, and thousands of jobs are created. Every Ohio county has benefited from this program, which has produced more than 19,000 grants and loans for essential, locally selected projects. Issue 2 will help thousands more projects be completed that wouldn’t be otherwise and support tens of thousands of jobs throughout Ohio. An objective grant allocation process assures fairness so that communities both large and small receive funding.
• Zero increase in taxes. Funds to repay project bonds are already built into state budget planning, so Issue 2 won’t increase your taxes. And Ohio’s strong finances and excellent bond ratings make possible a modest increase in funding for these capital improvements. Issue 2 also reduces pressure to raise local taxes.
• Bipartisan support. Issue 2 is strongly backed by Democrats and Republicans, local government groups representing counties, townships, and cities, and Ohio businesses and professional associations. The Senate (30-1) and House (87-4) overwhelmingly voted to place the program’s continued existence on the ballot this May.
Issue 2 is a proven, affordable program that’s good for our local communities.
Help build a stronger Ohio and create jobs by voting YES.","Representative Scott Oelslager, Representative Daniel Troy, Senator Brian
Chavez, and Senator Hearcel Craig (Ohio Voter Guide)","https://www.ohiosos.gov/globalassets/ballotboard/2025/02.10.25_issue-2_argument-in-support.pdf","2025-04-15"
"27516","Support","Vote YES on Issue 2
Approving Issue 2 will continue the State Capital Improvements Program, which has existed since 1987, and help support the completion of critically important road, bridge, sewer, and other infrastructure projects in local communities, with zero increase in taxes.
• Issue 2 brings needed repairs. To keep us safe and to maintain our quality of life, local communities need help to fix deteriorating roads, bridges, and other facilities. Issue 2 renews a 38-year highly successful program to help local governments with these vital improvements.
• Issue 2 is a tried-and-true success for Ohio. First authorized in 1987, voters have renewed it three times—1995, 2005, and 2014.
• All 88 counties benefit, and thousands of jobs are created. Every Ohio county has benefited from this program, which has produced more than 19,000 grants and loans for essential, locally selected projects. Issue 2 will help thousands more projects be completed that wouldn’t be otherwise and support tens of thousands of jobs throughout Ohio. An objective grant allocation process assures fairness so that communities both large and small receive funding.
• Zero increase in taxes. Funds to repay project bonds are already built into state budget planning, so Issue 2 won’t increase your taxes. And Ohio’s strong finances and excellent bond ratings make possible a modest increase in funding for these capital improvements. Issue 2 also reduces pressure to raise local taxes.
• Bipartisan support. Issue 2 is strongly backed by Democrats and Republicans, local government groups representing counties, townships, and cities, and Ohio businesses and professional associations. The Senate (30-1) and House (87-4) overwhelmingly voted to place the program’s continued existence on the ballot this May.
Issue 2 is a proven, affordable program that’s good for our local communities.
Help build a stronger Ohio and create jobs by voting YES.","Representative Scott Oelslager, Representative Daniel Troy, Senator Brian
Chavez, and Senator Hearcel Craig (Ohio Voter Guide)","https://www.ohiosos.gov/globalassets/ballotboard/2025/02.10.25_issue-2_argument-in-support.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Oppose","Issue 2 allows the state to issue more general obligation bonds, increasing indebtedness to pay for public infrastructure capital improvements. As a result, all Ohio taxpayers will be paying interest on those bonds to cover local government projects including roads, bridges, waste water treatment systems, water supply systems, solid waste disposal facilities and storm water and sanitary collection, storage and treatment facilities. These are community-based projects from which many Ohioans may not see a direct benefit and which local governments should prioritize and pay for using locally-raised dollars. The state government has gone back to voters numerous times for permission to issue more general obligation bonds, most recently in 2014. Issue 2 represents an increase in the amount of borrowed money and spending on local infrastructure as compared to previous years, now totaling 2.5 billion dollars. Though the newly issued bonds will pay for projects over the next decade, it may take up to three times that long to pay them back as outlined in the full text of House Joint Resolution 8, which placed Issue 2 on the ballot: ""Each issue of obligations issued under this section shall mature in not more than thirty years from the date of issuance, or, if issued to retire or refund other obligations, within that number of years from the date the debt being retired or refunded was originally issued."" Vote NO on Issue 2.","Ohio Ballot Board (Ohio Voter Guide) (the opposition statement was made by the Ohio Ballot Board in the absence of any submission in opposition)","https://www.ohiosos.gov/globalassets/ballotboard/2025/certified-argument-against-issue-2.pdf","2025-04-15"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""One of the virtues of the infrastructure work that would be mustered by State Issue 2 (and which its earlier versions also provided) is that it gives local officials a significant voice in deciding which community improvements should be prioritized, their scale and details. That is, Issue 2, like its four voter-OK’d predecessors, empowers a community’s leaders to make local decisions about local needs, as opposed to what at times may seem like a “Columbus-knows-best” approach when state government aids communities. Plainly put, State Issue 2 is a good deal for Ohio communities, for their taxpayers, and for local officials striving to address needs for facilities that boost communities’ safety, health, traffic-flow and sanitation.""","Cleveland.com Editorial Board","https://www.cleveland.com/opinion/2025/04/yes-on-state-issue-2-supporting-local-improvements-without-a-tax-hike-endorsement-editorial.html","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""There’s simply no good reason to vote no on Issue 2. Once again, no new taxes are needed to pay the debt service and the borrowing guarantees lawmakers will have to support needed projects. Left to their own device, the Ohio General Assembly is likely to blow billions on legislative leaders’ pet programs. But we have to give lawmakers credit for a wise change in state issue election protocol. Rather than reset the issue number in each election, which has created confusion about the details of ballot issues with continuously reused numbers, Ohio issues will not reset until there have been 500 numbered issue votes.""","The Blade Editorial Board","https://www.toledoblade.com/opinion/editorials/2025/04/08/editorial-yes-on-2/stories/20250408023","2025-04-25"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27516","Support","""Among the benefits of the proposal, in addition to providing vital funds to improve our state’s infrastructure, according to the statewide nonpartisan Strong Ohio Communities coalition, it is expected to create 35,000 good-paying construction jobs across the state while relying on existing state revenues. It provides critical funding to local governments for fixing and maintaining vital local infrastructure without raising taxes.""","Mike Pniewski, Lucas County engineer","https://www.toledoblade.com/opinion/letters-to-the-editor/2025/04/12/to-editor-vote-yes-on-issue-2-on-may-6/stories/20250406074","2025-04-29"
"27560","Support","""We know that Mainers reject a false choice between gun rights and gun responsibility. That we can respect the freedom to own guns, but also respect that communities have the right to feel safe.""","Nacole Palmer, executive director of the Maine Gun Safety Coalition","https://www.mainepublic.org/politics/2025-01-23/stymied-in-the-maine-legislature-gun-control-activists-hope-voters-will-approve-red-flag-law","2025-01-28"
"27560","Support","""We know that Mainers reject a false choice between gun rights and gun responsibility. That we can respect the freedom to own guns, but also respect that communities have the right to feel safe.""","Nacole Palmer, executive director of the Maine Gun Safety Coalition","https://www.mainepublic.org/politics/2025-01-23/stymied-in-the-maine-legislature-gun-control-activists-hope-voters-will-approve-red-flag-law","2025-01-28"
"27560","Oppose","""While the Maine Gun Safety Coalition continues to utilize emotional pleas in an attempt to manipulate the people of Maine, Gun Owners of Maine will stand ready with the facts, and will continue to defend the rights of responsible gun owners in the face of the anti-gun rights lobby's attempt to turn Maine into states like New York, Illinois and California.""","Laura Whitcomb, president of the Gun Owners of Maine","https://www.yahoo.com/news/gun-safety-advocates-turn-signatures-173100361.html","2025-01-28"
"27560","Oppose","""While the Maine Gun Safety Coalition continues to utilize emotional pleas in an attempt to manipulate the people of Maine, Gun Owners of Maine will stand ready with the facts, and will continue to defend the rights of responsible gun owners in the face of the anti-gun rights lobby's attempt to turn Maine into states like New York, Illinois and California.""","Laura Whitcomb, president of the Gun Owners of Maine","https://www.yahoo.com/news/gun-safety-advocates-turn-signatures-173100361.html","2025-01-28"
"27560","Oppose","""It is the responsibility of law enforcement, not that of a private citizen, to protect the public. Further, we do not believe a private citizen should be expected to navigate what can be a complex and confusing court procedure by themselves, especially in the middle of already difficult circumstances.""","Chief Counsel of the State Governor, Jerry Reid","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27560","Oppose","""It is the responsibility of law enforcement, not that of a private citizen, to protect the public. Further, we do not believe a private citizen should be expected to navigate what can be a complex and confusing court procedure by themselves, especially in the middle of already difficult circumstances.""","Chief Counsel of the State Governor, Jerry Reid","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27560","Oppose","""Service of these orders will be extremely high risk. Under the yellow flag law, we have the opportunity to serve the person in the confines of a hospital and then work with family members on the relinquishment of firearms. Under this proposed bill, we would be going to that residence and serving the order and taking the weapons after a finding of dangerousness.""","Lt. Michael Johnston of the Maine State Police","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27560","Oppose","""Service of these orders will be extremely high risk. Under the yellow flag law, we have the opportunity to serve the person in the confines of a hospital and then work with family members on the relinquishment of firearms. Under this proposed bill, we would be going to that residence and serving the order and taking the weapons after a finding of dangerousness.""","Lt. Michael Johnston of the Maine State Police","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27560","Support","""If this act is enacted, it will not replace the yellow flag law but will expand the range of options and provide another avenue for emergency weapons removal when appropriate.""","David Moltz of the Maine Association of Psychiatric Physicians","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27560","Support","""If this act is enacted, it will not replace the yellow flag law but will expand the range of options and provide another avenue for emergency weapons removal when appropriate.""","David Moltz of the Maine Association of Psychiatric Physicians","https://www.yahoo.com/news/red-flag-hearing-offers-preview-230000746.html","2025-06-16"
"27525","Oppose","""These kinds of voter suppression techniques follow a long line of racist and classist history in America. From grandfather clauses (limiting voters to only those whose ancestors were allowed to vote) to poll taxes to literacy tests to English proficiency—what we now call Jim Crow laws—are all cut from the same cloth.""","Former Portland Mayor Ethan Strimling (D)","https://mainebeacon.com/opinion-why-you-should-vote-no-on-question-1-to-save-absentee-voting/","2025-08-11"
